"#";"kod-kp";"nombor";"seksyen MSIC 2025";"seksyen MSIC 2008";"MSIC 2025";"keterangan 2025";"MSIC 2008(sebahagian)";"MSIC 2008";"keterangan MSIC 2008"
"";""304-Perkhidmatan Arkitek, Kejuruteraan, Juruukur Tanah dan Khidmat Perundingan Teknikal dan Lain";"1071";"N";"M";"72201";"Research and development on social science";"72201";"72201";"Research and development on social sciences"
"";""304-Perkhidmatan Arkitek, Kejuruteraan, Juruukur Tanah dan Khidmat Perundingan Teknikal dan Lain";"1072";"N";"M";"72202";"Research and development on humanities";"72202";"72202";"Research and development on humanities"
"";""304-Perkhidmatan Arkitek, Kejuruteraan, Juruukur Tanah dan Khidmat Perundingan Teknikal dan Lain";"1073";"N";"M";"72209";"Research and development of other social sciences and humanities n.e.c. ";"72209";"72209";"Research and development of other social sciences and humanities n.e.c."
"";""392-Penyelidikan dan Pembangunan Saintifik";"1074";"N";"M";"73100";"Advertising activities";"73100";"73100";"Advertising"
"";""392-Penyelidikan dan Pembangunan Saintifik";"1075";"N";"M";"73200";"Market research and public opinion polling activities";"73200";"73200";"Market research and public opinion polling"
"";""392-Penyelidikan dan Pembangunan Saintifik";"1076";"N";"M";"74101";"Activities of interior decorators";"74101";"74101";"Activities of interior decorators"
"";""392-Penyelidikan dan Pembangunan Saintifik";"1077";"N";"M";"74102";"Activities of graphic designers";"74102";"74102";"Services of graphic designers"
"";""392-Penyelidikan dan Pembangunan Saintifik";"1078";"N";"M";"74103";"Fashion design services";"74103";"74103";"Fashion design services"
"";""392-Penyelidikan dan Pembangunan Saintifik";"1079";"N";"M";"74109";"Specialised design activities n.e.c.";"74109";"74109";"Specialized design activities n.e.c."
"";""392-Penyelidikan dan Pembangunan Saintifik";"1080";"N";"M";"74200";"Photographic activities";"74200";"74200";"Photographic activities"
"";""392-Penyelidikan dan Pembangunan Saintifik";"1081";"N";"M";"74300";"Translation and interpretation activities";"74901";"74901";"Translation and interpretation activities"
"";""392-Penyelidikan dan Pembangunan Saintifik";"1082";"N";"M";"74991";"Business brokerage activities";"74902";"74902";"Business brokerage activities"
"";""392-Penyelidikan dan Pembangunan Saintifik";"1083";"N";"M";"74992";"Security consulting";"74903";"74903";"Security consulting"
"";""392-Penyelidikan dan Pembangunan Saintifik";"1084";"N";"M";"74993";"Activities of quantity surveyors";"74904";"74904";"Activities of quantity surveyors"
"";""312-Pengiklanan";"1085";"N";"M";"74994";"Activities of consultants other than architecture, engineering and management consultants";"74905";"74905";"Activities of consultants other than architecture, engineering and management consultants"
"";""331-Perkhidmatan Perundingan Perniagaan dan Pengurusan";"1086";"N";"M";"74910";"Patent brokering and marketing service activities";"74909p";"74909";"Any other professional, scientific and technical activities n.e.c."
"";""393-Perkhidmatan Profesional Lain";"1087";"N";"M";"74999";"Any other professional, scientific and technical activities n.e.c.";"74909p";"74909";"Any other professional, scientific and technical activities n.e.c."
"";""393-Perkhidmatan Profesional Lain";"1088";"N";"M";"75000";"Veterinary activities";"75000";"75000";"Veterinary activities"
"";""393-Perkhidmatan Profesional Lain";"1089";"O";"N";"77101";"Rental and operational leasing of passenger cars (without driver)";"77101";"77101";"Renting and operational leasing of passenger cars (without driver)"
"";""393-Perkhidmatan Profesional Lain";"1090";"O";"N";"77103";"Rental and operational leasing of motorcycles (without driver)";"77101p, 77102p";"77101";"Renting and operational leasing of passenger cars (without driver)"
"";""393-Perkhidmatan Profesional Lain";"1091";"O";"N";"77102";"Rental and operational leasing of trucks, motor caravans, utility trailers and recreational vehicles (without driver)";"77102";"77102";"Renting and operational leasing of trucks, utility trailers and recreational vehicles"
"";""393-Perkhidmatan Profesional Lain";"1092";"O";"N";"77103";"Rental and operational leasing of motorcycles (without driver)";"77101p, 77102p";"77102";"Renting and operational leasing of trucks, utility trailers and recreational vehicles"
"";""393-Perkhidmatan Profesional Lain";"1093";"O";"N";"77211";"Renting and leasing of pleasure boats, canoes, sailboats and yachts without operator ";"77211";"77211";"Renting and leasing of pleasure boats, canoes, sailboats"
"";""393-Perkhidmatan Profesional Lain";"1094";"O";"N";"77212";"Renting and leasing of bicycles";"77212";"77212";"Renting and leasing of bicycles"
"";""304-Perkhidmatan Arkitek, Kejuruteraan, Juruukur Tanah dan Khidmat Perundingan Teknikal dan Lain";"1095";"O";"N";"77213";"Renting and leasing of beach chairs and umbrellas";"77213";"77213";"Renting and leasing of beach chairs and umbrellas"
"";""393-Perkhidmatan Profesional Lain";"1096";"O";"N";"77219";"Renting and leasing of other recreational and sports goods equipment n.e.c.";"77219";"77219";"Renting and leasing of other sports equipment n.e.c."
"";""393-Perkhidmatan Profesional Lain";"1097";"O";"N";"77298";"Rental of video games, video discs, records";"77220, 77299p";"77220";"Renting of video tapes, records, CDs, DVDs"
"";""393-Perkhidmatan Profesional Lain";"1098";"O";"N";"77291";"Renting and leasing of textiles, wearing apparel and footwear";"77291";"77291";"Renting and leasing of textiles, wearing apparel and footwear"
"";""336-Perkhidmatan Veterinar";"1099";"O";"N";"77292";"Renting and leasing of furniture, pottery and glass, kitchen and tableware, electrical appliances and house wares";"77292";"77292";"Renting and leasing of furniture, pottery and glass, kitchen and tableware, electrical appliances and house wares"
"";""316-Agensi Pengembaraan, Operator Pelancongan dan Sewa Pandu Kenderaan";"1100";"O";"N";"77293";"Renting and leasing of jewellery, musical instruments, scenery and costumes";"77293";"77293";"Renting and leasing of jewellery, musical instruments, scenery and costumes"
"";""316-Agensi Pengembaraan, Operator Pelancongan dan Sewa Pandu Kenderaan";"1101";"O";"N";"77294";"Renting and leasing of books, journals and magazines";"77294";"77294";"Renting and leasing of books, journals and magazines"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1102";"O";"N";"77295";"Rental and leasing of machinery and equipment used by amateurs ";"77295, 77297";"77295";"Renting and leasing of machinery and equipment used by amateurs or as a hobby"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1103";"O";"N";"77296";"Renting of flowers and plants";"77296";"77296";"Renting of flowers and plants"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1104";"O";"N";"77295";"Rental and leasing of machinery and equipment used by amateurs ";"77295, 77297";"77297";"Renting and leasing of electronic equipment for household use"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1105";"O";"N";"77298";"Rental of video games, video discs, records";"77220, 77299p";"77299";"Renting and leasing of other personal and household goods n.e.c."
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1106";"O";"N";"77297";"Rental of canopi and gazebos";"77299p";"77299";"Renting and leasing of other personal and household goods n.e.c."
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1107";"O";"N";"77299";"Renting and leasing of other personal and household goods n.e.c.";"77299p";"77299";"Renting and leasing of other personal and household goods n.e.c."
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1108";"O";"N";"77301";"Rental and operational leasing, without operator, of other machinery and equipment that are generally used as capital goods by industries";"77301";"77301";"Renting and operational leasing, without operator, of other machinery and equipment that are generally used as capital goods by industries"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1109";"O";"N";"77302";"Rental and operational leasing of land-transport equipment (other than motor vehicles) without drivers";"77302p";"77302";"Renting and operational leasing of land-transport equipment (other than motor vehicles) without drivers"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1110";"O";"N";"77303";"Renting and operational leasing of water-transport equipment without operator";"77303";"77303";"Renting and operational leasing of water-transport equipment without operator"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1111";"O";"N";"77304";"Renting and operational leasing of air transport equipment without operator";"77304";"77304";"Renting and operational leasing of air transport equipment without operator"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1112";"O";"N";"77305";"Renting and operational leasing of agricultural and forestry machinery and equipment without operator";"77305";"77305";"Renting and operational leasing of agricultural and forestry machinery and equipment without operator"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1113";"O";"N";"77306";"Renting and operational leasing of construction and civil-engineering machinery and equipment without operator";"77306";"77306";"Renting and operational leasing of construction and civil-engineering machinery and equipment without operator"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1114";"O";"N";"77307";"Rental and operational leasing of office machinery and equipment without operator";"77307";"77307";"Rental and operational leasing of office machinery and equipment without operator"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1115";"O";"N";"77309";"Renting and leasing of other machinery, equipment and tangible goods n.e.c.";"77309";"77309";"Renting and leasing of other machinery, equipment and tangible goods n.e.c."
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1116";"O";"N";"77400";"Leasing of intellectual property and similar products, except copyrighted works";"77400";"77400";"Leasing of intellectual property and similar products, except copyrighted works"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1117";"O";"N";"77510";"Intermediation service activities for rental and leasing of cars, motorhomes and trailers";"n.a";"n.a.";"n.a."
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1118";"O";"N";"77520";"Intermediation service activities for rental and leasing of other tangible goods and non-financial intangible assets";"n.a";"n.a.";"n.a."
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1119";"O";"N";"78100";"Activities of employment placement agencies";"78100";"78100";"Activities of employment placement agencies"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1120";"O";"N";"78201";"Temporary employment agency activities ";"78200";"78200";"Temporary employment agency activities"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1121";"O";"N";"78202";"Provision of human resources for client businesses";"78300";"78300";"Provision of human resources for client businesses"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1122";"O";"N";"79110";"Travel agency activities";"79110";"79110";"Travel agency activities"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1123";"O";"N";"79120";"Tour operator activities";"79120";"79120";"Tour operator activities"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1124";"O";"N";"79900";"Other travel related activities";"79900";"79900";"Other reservation service and related activities"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1125";"O";"N";"80111";"Private security activities";"80100";"80100";"Private security activities"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1126";"O";"N";"80190";"Security activities n.e.c.";"80200";"80200";"Security systems service activities"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1127";"O";"N";"80112";"Investigation and detective activities";"80300";"80300";"Investigation and detective activities"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1128";"O";"N";"81100";"Combined facilities support activities";"81100";"81100";"Combined facilities support activities"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1129";"O";"N";"81210";"General cleaning of buildings";"81210";"81210";"General cleaning of buildings"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1130";"O";"N";"81291";"Cleaning of buildings of all types";"81291";"81291";"Cleaning of buildings of all types"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1131";"O";"N";"81292";"Swimming pool cleaning and maintenance services";"81292";"81292";"Swimming pool cleaning and maintenance services"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1132";"O";"N";"81293";"Cleaning of industrial machinery";"81293";"81293";"Cleaning of industrial machinery"
"";""316-Agensi Pengembaraan, Operator Pelancongan dan Sewa Pandu Kenderaan";"1133";"O";"N";"81294";"Cleaning of trains, buses, planes";"81294";"81294";"Cleaning of trains, buses, planes"
"";""316-Agensi Pengembaraan, Operator Pelancongan dan Sewa Pandu Kenderaan";"1134";"O";"N";"81295";"Cleaning of pest control services not in connection with agriculture  ";"81295";"81295";"Cleaning of pest control services not in connection with agriculture"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1135";"O";"N";"81296";"Disinfecting and exterminating activities";"81296";"81296";"Disinfecting and exterminating activities"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1136";"O";"N";"81297";"Cleaning of road and sea tankers";"81297";"81297";"Cleaning of sea tankers"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1137";"O";"N";"81299";"Other cleaning activities, n.e.c.";"81299";"81299";"Other building and industrial cleaning activities, n.e.c."
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1138";"O";"N";"81300";"Landscape service activities";"81300";"81300";"Landscape care and maintenance service activities"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1139";"O";"N";"82109";"Office administrative and support activities n.e.c";"82199";"82199";"Photocopying, document preparation and other specialized office support activities n.e.c."
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1140";"O";"N";"82101";"Document preparation, editing and/or proofreading";"82110";"82110";"Document preparation, editing and/or proofreading"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1141";"O";"N";"82101";"Document preparation, editing and/or proofreading";"82191";"82191";"Document preparation, editing and/or proofreading"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1142";"O";"N";"82102";"Typing, word processing or desktop publishing";"82192";"82192";"Typing, word processing or desktop publishing"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1143";"O";"N";"82103";"Secretarial support services";"82193";"82193";"Secretarial support services"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1144";"O";"N";"82104";"Transcription of documents and other secretarial services";"82194";"82194";"Transcription of documents and other secretarial services"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1145";"O";"N";"82105";"Provision of mailbox rental and other postal and mailing services";"82195";"82195";"Provision of mailbox rental and other postal and mailing services"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1146";"O";"N";"82106";"Photocopying, duplicating, blueprinting";"82196";"82196";"Photocopying, duplicating, blueprinting"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1147";"O";"N";"82200";"Activities of call centres ";"82200";"82200";"Activities of call centres"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1148";"O";"N";"82301";"Organization, promotions and/or management of event";"82301";"82301";"Organization, promotions and/or management of event"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1149";"O";"N";"82302";"Meeting, incentive, convention, exhibition (MICE)";"82302";"82302";"Meeting, incentive, convention, exhibition (MICE)"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1150";"O";"N";"82910";"Activities of collection agencies and credit bureaus";"82910";"82910";"Activities of collection agencies and credit bureaus"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1151";"O";"N";"82920";"Packaging activities";"82920";"82920";"Packaging activities on a fee or contract basis, whether or not these involve an automated process"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1152";"O";"N";"82990";"Other business support service activities n.e.c.";"82990";"82990";"Other business support service activities n.e.c."
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1153";"O";"N";"82400";"Intermediation service activities for business support service activities n.e.c., except financial intermediation";"n.a";"n.a.";"n.a."
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1154";"P";"O";"84111";"General (overall) public administration activities";"84111";"84111";"General (overall) public administration activities"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1155";"P";"O";"84112";"Ancillary service activities for the government as a whole";"84112";"84112";"Ancillary service activities for the government as a whole"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1156";"P";"O";"84121";"Administrative educational services";"84121";"84121";"Administrative educational services"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1157";"P";"O";"84122";"Administrative health care services";"84122";"84122";"Administrative health care services"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1158";"P";"O";"84123";"Administrative housing and local government services";"84123";"84123";"Administrative housing and local government services"
"";""333-Pusat Persidangan dan Pertunjukan Perniagaan";"1159";"P";"O";"84124";"Administrative recreational, cultural, arts and sports services";"84124";"84124";"Administrative recreational, cultural, arts and sports services"
"";""333-Pusat Persidangan dan Pertunjukan Perniagaan";"1160";"P";"O";"84125";"Administrative religious affairs services";"84125";"84125";"Administrative religious affairs services"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1161";"P";"O";"84126";"Administrative welfare services";"84126";"84126";"Administrative welfare services"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1162";"P";"O";"84129";"Other community and social affairs services";"84129";"84129";"Other community and social affairs services"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1163";"P";"O";"84141";"Domestic and international trade affairs";"84131";"84131";"Domestic and international trade affairs"
"";""311-Aktiviti Pentadbiran dan Khidmat Sokongan";"1164";"P";"O";"84142";"Agriculture and rural development affairs";"84132";"84132";"Agriculture and rural development affairs"
"";""891-Pentadbiran Awam dan Pertahanan, Aktiviti Keselamatan Sosial Wajib";"1165";"P";"O";"84143";"Primary industries affairs";"84133";"84133";"Primary industries affairs"
"";""891-Pentadbiran Awam dan Pertahanan, Aktiviti Keselamatan Sosial Wajib";"1166";"P";"O";"84144";"Public works affairs";"84134";"84134";"Public works affairs"
"";""891-Pentadbiran Awam dan Pertahanan, Aktiviti Keselamatan Sosial Wajib";"1167";"P";"O";"84145";"Transport affairs";"84135";"84135";"Transport affairs"
"";""891-Pentadbiran Awam dan Pertahanan, Aktiviti Keselamatan Sosial Wajib";"1168";"P";"O";"84146";"Energy, telecommunication and postal affairs";"84136";"84136";"Energy, telecommunication and postal affairs"
"";""891-Pentadbiran Awam dan Pertahanan, Aktiviti Keselamatan Sosial Wajib";"1169";"P";"O";"84147";"Tourism affairs";"84137";"84137";"Tourism affairs"
"";""891-Pentadbiran Awam dan Pertahanan, Aktiviti Keselamatan Sosial Wajib";"1170";"P";"O";"84148";"Human resource affairs";"84138";"84138";"Human resource affairs"
"";""891-Pentadbiran Awam dan Pertahanan, Aktiviti Keselamatan Sosial Wajib";"1171";"P";"O";"84130";"Regulation of the activities of providing environmental services";"84139p";"84139";"Other regulation of and contribution to more efficient operation of businesses n.e.c."
"";""891-Pentadbiran Awam dan Pertahanan, Aktiviti Keselamatan Sosial Wajib";"1172";"P";"O";"84149";"Other regulation of and contribution to more efficient operation of businesses n.e.c.";"84139p";"84139";"Other regulation of and contribution to more efficient operation of businesses n.e.c."
"";""891-Pentadbiran Awam dan Pertahanan, Aktiviti Keselamatan Sosial Wajib";"1173";"P";"O";"84210";"Foreign affairs";"84210";"84210";"Foreign affairs"
"";""891-Pentadbiran Awam dan Pertahanan, Aktiviti Keselamatan Sosial Wajib";"1174";"P";"O";"84220";"Defence activities";"84220";"84220";"Military and civil defence services"
"";""891-Pentadbiran Awam dan Pertahanan, Aktiviti Keselamatan Sosial Wajib";"1175";"P";"O";"84231";"Police service";"84231";"84231";"Police service"
"";""891-Pentadbiran Awam dan Pertahanan, Aktiviti Keselamatan Sosial Wajib";"1176";"P";"O";"84232";"Prison service";"84232";"84232";"Prison service"
"";""891-Pentadbiran Awam dan Pertahanan, Aktiviti Keselamatan Sosial Wajib";"1177";"P";"O";"84233";"Immigration service";"84233";"84233";"Immigration service"
"";""891-Pentadbiran Awam dan Pertahanan, Aktiviti Keselamatan Sosial Wajib";"1178";"P";"O";"84234";"National registration service";"84234";"84234";"National registration service"
"";""891-Pentadbiran Awam dan Pertahanan, Aktiviti Keselamatan Sosial Wajib";"1179";"P";"O";"84235";"Judiciary and legal service";"84235";"84235";"Judiciary and legal service"
"";""891-Pentadbiran Awam dan Pertahanan, Aktiviti Keselamatan Sosial Wajib";"1180";"P";"O";"84236";"Firefighting activities and fire prevention";"84236";"84236";"Firefighting and fire prevention"
"";""891-Pentadbiran Awam dan Pertahanan, Aktiviti Keselamatan Sosial Wajib";"1181";"P";"O";"84239";"Other public order and safety affairs related services";"84239";"84239";"Other public order and safety affairs related services"
"";""891-Pentadbiran Awam dan Pertahanan, Aktiviti Keselamatan Sosial Wajib";"1182";"P";"O";"84300";"Compulsory social security activities";"84300";"84300";"Compulsory social security activities e.g. SOCSO"
"";""891-Pentadbiran Awam dan Pertahanan, Aktiviti Keselamatan Sosial Wajib";"1183";"Q";"P";"85101";"Pre-primary education (Public)";"85101";"85101";"Pre-primary education (Public)"
"";""891-Pentadbiran Awam dan Pertahanan, Aktiviti Keselamatan Sosial Wajib";"1184";"Q";"P";"85102";"Pre-primary education (Private)";"85102";"85102";"Pre-primary education (Private)"
"";""891-Pentadbiran Awam dan Pertahanan, Aktiviti Keselamatan Sosial Wajib";"1185";"Q";"P";"85201";"Primary education (Public)";"85103";"85103";"Primary education (Public)"
"";""891-Pentadbiran Awam dan Pertahanan, Aktiviti Keselamatan Sosial Wajib";"1186";"Q";"P";"85202";"Primary education (Private)";"85104";"85104";"Primary education (Private)"
"";""891-Pentadbiran Awam dan Pertahanan, Aktiviti Keselamatan Sosial Wajib";"1187";"Q";"P";"85311";"General school secondary education (Public)";"85211";"85211";"General school secondary education (Public)"
"";""891-Pentadbiran Awam dan Pertahanan, Aktiviti Keselamatan Sosial Wajib";"1188";"Q";"P";"85312";"General school secondary education (Private)";"85212";"85212";"General school secondary education (Private)"
"";""891-Pentadbiran Awam dan Pertahanan, Aktiviti Keselamatan Sosial Wajib";"1189";"Q";"P";"85321";"Vocational secondary education (Public)";"85221p";"85221";"Technical and vocational education below the level of higher education (Public)"
"";""891-Pentadbiran Awam dan Pertahanan, Aktiviti Keselamatan Sosial Wajib";"1190";"Q";"P";"85331";"Post-secondary non-tertiary education (Public)";"85221p";"85221";"Technical and vocational education below the level of higher education (Public)"
"";""891-Pentadbiran Awam dan Pertahanan, Aktiviti Keselamatan Sosial Wajib";"1191";"Q";"P";"85322";"Vocational secondary education (Private)";"85222p";"85222";"Technical and vocational education below the level of higher education (Private)"
"";""891-Pentadbiran Awam dan Pertahanan, Aktiviti Keselamatan Sosial Wajib";"1192";"Q";"P";"85332";"Post-secondary non-tertiary education (Private)";"85222p";"85222";"Technical and vocational education below the level of higher education (Private)"
"";""891-Pentadbiran Awam dan Pertahanan, Aktiviti Keselamatan Sosial Wajib";"1193";"Q";"P";"85401";"College and university education (Public)";"85301";"85301";"College and university education (Public)"
"";""301-Perkhidmatan Pendidikan";"1194";"Q";"P";"85402";"College and university education (Private)";"85302";"85302";"College and university education (Private)"
"";""301-Perkhidmatan Pendidikan";"1195";"Q";"P";"85511";"Sports instruction";"85411";"85411";"Sports instruction"
"";""301-Perkhidmatan Pendidikan";"1196";"Q";"P";"85512";"Martial arts instruction";"85412";"85412";"Martial arts instruction"
"";""301-Perkhidmatan Pendidikan";"1197";"Q";"P";"85519";"Other sports and recreation education n.e.c.";"85419";"85419";"Any other sports and recreation education n.e.c"
"";""301-Perkhidmatan Pendidikan";"1198";"Q";"P";"85521";"Music and dancing school";"85421";"85421";"Music and dancing school"
"";""301-Perkhidmatan Pendidikan";"1199";"Q";"P";"85529";"Other cultural education n.e.c.";"85429";"85429";"Any other cultural education n.e.c."
"";""301-Perkhidmatan Pendidikan";"1200";"Q";"P";"85591";"Tuition centre";"85491";"85491";"Tuition centre"
"";""301-Perkhidmatan Pendidikan";"1201";"Q";"P";"85530";"Driving school activities";"85492";"85492";"Driving school"
"";""301-Perkhidmatan Pendidikan";"1202";"Q";"P";"85592";"Religious instruction";"85493";"85493";"Religious instruction"
"";""301-Perkhidmatan Pendidikan";"1203";"Q";"P";"85593";"Computer training";"85494";"85494";"Computer training"
"";""301-Perkhidmatan Pendidikan";"1204";"Q";"P";"85599";"Others education n.e.c.";"85499";"85499";"Others education n.e.c"
"";""301-Perkhidmatan Pendidikan";"1205";"Q";"P";"85594";"Language instruction and conversational skills instruction";"85499p";"85499";"Others education n.e.c"
"";""301-Perkhidmatan Pendidikan";"1206";"Q";"P";"85690";"Other educational support activities n.e.c.";"85500";"85500";"Educational support services for provision of non-instructional services"
"";""301-Perkhidmatan Pendidikan";"1207";"Q";"P";"85610";"Intermediation service activities for courses and tutors";"n.a.";"n.a.";"n.a."
"";""301-Perkhidmatan Pendidikan";"1208";"R";"Q";"86101";"Hospital activities";"86101";"86101";"Hospital activities"
"";""301-Perkhidmatan Pendidikan";"1209";"R";"Q";"86102";"Maternity home services";"86102";"86102";"Maternity home services (outside hospital)"
"";""301-Perkhidmatan Pendidikan";"1210";"R";"Q";"86201";"General medical services";"86201";"86201";"General medical services"
"";""301-Perkhidmatan Pendidikan";"1211";"R";"Q";"86202";"Specialized medical services";"86202";"86202";"Specialized medical services"
"";""301-Perkhidmatan Pendidikan";"1212";"R";"Q";"86203";"Dental Services";"86203";"86203";"Dental Services"
"";""301-Perkhidmatan Pendidikan";"1213";"R";"Q";"86991";"Dialysis Centers";"86901";"86901";"Dialysis Centres"
"";""301-Perkhidmatan Pendidikan";"1214";"R";"Q";"86992";"Medical laboratories";"86902";"86902";"Medical laboratories"
"";""301-Perkhidmatan Pendidikan";"1215";"R";"Q";"86993";"Physiotherapy and occupational therapy service ";"86903";"86903";"Physiotherapy and occupational therapy service"
"";""301-Perkhidmatan Pendidikan";"1216";"R";"Q";"86994";"Activities of traditional and complementary medicine";"86904p, 86905p";"86904";"Acupuncture services"
"";""301-Perkhidmatan Pendidikan";"1217";"R";"Q";"86994";"Activities of traditional and complementary medicine";"86904p, 86905p";"86905";"Herbalist and homeopathy services"
"";""301-Perkhidmatan Pendidikan";"1218";"R";"Q";"86995";"Ambulance services";"86906";"86906";"Ambulance services"
"";""302-Perkhidmatan Hospital & Penjagaan Kesihatan";"1219";"R";"Q";"86999";"Other human health activities n.e.c.";"86909";"86909";"Other human health services n.e.c."
"";""302-Perkhidmatan Hospital & Penjagaan Kesihatan";"1220";"R";"Q";"86910";"Intermediation service activities for medical, dental, and other human health services";"n.a.";"n.a.";"n.a."
"";""303-Perkhidmatan Klinik";"1221";"R";"Q";"87101";"Homes for the elderly with nursing care";"87101";"87101";"Homes for the elderly with nursing care"
"";""303-Perkhidmatan Klinik";"1222";"R";"Q";"87102";"Nursing homes";"87102";"87102";"Nursing homes"
"";""303-Perkhidmatan Klinik";"1223";"R";"Q";"87103";"Palliative or hospices";"87103";"87103";"Palliative or hospices"
"";""302-Perkhidmatan Hospital & Penjagaan Kesihatan";"1224";"R";"Q";"87201";"Drug rehabilitation centres";"87201";"87201";"Drug rehabilitation centres"
"";""302-Perkhidmatan Hospital & Penjagaan Kesihatan";"1225";"R";"Q";"87209";"Others residential care activities for mental illness n.e.c.";"87209";"87209";"Others residential care activities for mental retardation n.e.c."
"";""302-Perkhidmatan Hospital & Penjagaan Kesihatan";"1226";"R";"Q";"87301";"Residential care activities for older persons";"87300p";"87300";"Residential care activities for the elderly and disabled"
"";""303-Perkhidmatan Klinik";"1227";"R";"Q";"87302";"Residential care activities for persons with physical disabilities";"87300p";"87300";"Residential care activities for the elderly and disabled"
"";""303-Perkhidmatan Klinik";"1228";"R";"Q";"87991";"Orphanages";"87901";"87901";"Orphanages"
"";""302-Perkhidmatan Hospital & Penjagaan Kesihatan";"1229";"R";"Q";"87992";"Welfare homes services";"87902";"87902";"Welfare homes services"
"";""302-Perkhidmatan Hospital & Penjagaan Kesihatan";"1230";"R";"Q";"87999";"Other residential care activities n.e.c.";"87909";"87909";"Other residential care activities n.e.c."
"";""302-Perkhidmatan Hospital & Penjagaan Kesihatan";"1231";"R";"Q";"87910";"Intermediation service activities for residential care activities";"n.a.";"n.a.";"n.a."
"";""840-Perkhidmatan Kerja Sosial";"1232";"R";"Q";"88101";"Day-care activities for older persons or persons with disabilities";"88101";"88101";"Day-care activities for the elderly or for handicapped adults"
"";""840-Perkhidmatan Kerja Sosial";"1233";"R";"Q";"88109";"Others social work activities without accommodation for older persons or persons with disabilities";"88109";"88109";"Others social work activities without accommodation for the elderly and disabled"
"";""840-Perkhidmatan Kerja Sosial";"1234";"R";"Q";"88901";"Counselling service";"88901";"88901";"Counselling service"
